Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,MP2 Average,MP2 Letter Grade,FG Average,FG Letter Grade
"Mahaffey, Kaitlyn","SS3400/4 - United States History II, MTWR, Per. 1 (FY)",Social Studies,162,"Werneck, Tata",11,,"Donnelly, Marin",88.3%,B+,88.6,B+
"Mahaffey, Kaitlyn","SS3400/4 - United States History II, MTWR, Per. 1 (FY)",Social Studies,174,"Cowell, Simon",11,,"Schneider, Cristina",78.8%,C+,81.8,B-
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,21,"Lopez, Jennifer",11,,"Howard, Jenna",93.6%,A,92.2,A-
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,32,"Crowe, Cameron",11,,"Howard, Jenna",82.1%,B-,86.5,B+
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,44,"Mendes, Shawn",11,,"Petzold, Alexa",85.8%,B,88.7,B+
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,84,"Kutcher, Ashton",11,,"Petzold, Alexa",87.4%,B+,84.6,B
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,86,"Sangalo, Ivete",11,,"Casamento, Steven P",91.7%,A-,93.3,A
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,89,"Aguilera, Christina",11,,"Schneider, Cristina",85.5%,B,89.1,B+
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,103,"Knowles, Beyoncé",11,,"Casamento, Steven P",91.3%,A-,91.8,A-
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,139,"Branson, Richard",11,,"Donnelly, Marin",93%,A,95.5,A
Volk / Lampert,"SS3501/1 - United States History II, MTWF, Per. 2 (FY)",Social Studies,140,"Akhtar, Farhan",11,,"Donnelly, Marin",87.9%,B+,86.7,B+
Volk / Lampert,"SS3501/2 - United States History II, MTRF, Per. 3 (FY)",Social Studies,87,"Suarez, Luis",11,,"Casamento, Steven P",89.8%,A-,93.6,A
Volk / Lampert,"SS3501/2 - United States History II, MTRF, Per. 3 (FY)",Social Studies,119,"Leitte, Claudia",11,,"Casamento, Steven P",87.9%,B+,91.7,A-
Volk / Lampert,"SS3501/2 - United States History II, MTRF, Per. 3 (FY)",Social Studies,136,"Kapoor, Sonam",11,,"Donnelly, Marin",96.8%,A,94.8,A
Volk / Lampert,"SS3501/2 - United States History II, MTRF, Per. 3 (FY)",Social Studies,186,"Hemmings, Luke",11,,"Schneider, Cristina",92.6%,A,93.2,A
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,4,"Ronaldo, Cristiano",11,,"Howard, Jenna",86.42%,B,86.94,B+
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,19,"Bachchan, Amitabh",11,,"Howard, Jenna",95.07%,A,93.81,A
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,26,"Khan, Shah",11,,"Howard, Jenna",89.88%,A-,88.08,B+
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,39,"West, Kanye",11,,"Petzold, Alexa",92.59%,A,93.16,A
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,61,"Gaúcho, Ronaldinho",11,,"Petzold, Alexa",90.63%,A-,90.09,A-
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,74,"Ramos, Sergio",11,,"Petzold, Alexa",87.59%,B+,85.03,B
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,96,"Nadal, Rafa",11,,"Casamento, Steven P",91.6%,A-,90.73,A-
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,102,"Kapoor, Shaandaar",11,,"Casamento, Steven P",88.89%,B+,87.43,B+
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,117,"Jackman, Hugh",11,,"Casamento, Steven P",92.35%,A-,91.55,A-
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,118,"Degrasse-Tyson, Neil",11,,"Casamento, Steven P",89.88%,A-,90.46,A-
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,130,"DeGea, David",11,,"Donnelly, Marin",84.44%,B,84.99,B
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,137,"Locsin, Angel",11,,"Donnelly, Marin",90.63%,A-,90.24,A-
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,141,"Bhagat, Chetan",11,,"Donnelly, Marin",91.39%,A-,88.83,B+
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,150,"Maya, Luna",11,,"Donnelly, Marin",95.8%,A,92.83,A
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,168,"Deshmukh, Riteish",11,,"Schneider, Cristina",87.9%,B+,87.39,B+
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,171,"Brand, Russell",11,,"Schneider, Cristina",85.68%,B,84.93,B
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,175,"Tata, Ratan",11,,"Schneider, Cristina",95.8%,A,94.47,A
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,182,"AlAbdullah, Rania",11,,"Schneider, Cristina",87.41%,B+,85.95,B
"Goodman, Douglas","SS3600/1 - Honors United States History II, MTRF, Per. 3 (FY)",Social Studies,201,"Delevingne, Cara",11,,"Schneider, Cristina",80.51%,B-,81.3,B-
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,1,"Bieber, Justin",11,,"Howard, Jenna",92.5%,A,89.5,A-
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,9,"Gomez, Selena",11,,"Howard, Jenna",93.1%,A,94.1,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,28,"Jenner, Kylie",11,,"Howard, Jenna",94.1%,A,94.2,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,29,"Styles, Harry",11,,"Howard, Jenna",88.6%,B+,88.9,B+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,35,"Jenner, Kendall",11,,"Howard, Jenna",91.9%,A-,93.5,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,37,"Roshan, Hrithik",11,,"Howard, Jenna",91.1%,A-,92.6,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,53,"Sharma, Anushka",11,,"Petzold, Alexa",96.4%,A,93.9,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,67,"Raina, Suresh",11,,"Casamento, Steven P",88.9%,B+,87.6,B+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,71,"Durant, Kevin",11,,"Petzold, Alexa",95.8%,A,93.9,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,77,"Bale, Gareth",11,,"Petzold, Alexa",88%,B+,87.8,B+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,91,"Johnson, Dwayne",11,,"Casamento, Steven P",84.5%,B,88.9,B+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,108,"Yankee, Daddy",11,,"Casamento, Steven P",87.5%,B+,89.9,A-
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,129,"Rowling, J.K.",11,,"Donnelly, Marin",88.4%,B+,88.1,B+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,155,"Santana, Luan",11,,"Donnelly, Marin",89.6%,A-,92.1,A-
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,159,"Lamar, Kendrick",11,,"Donnelly, Marin",97.9%,A+,98.2,A+
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,163,"Derbez, Eugenio",11,,"Donnelly, Marin",85.6%,B,90.7,A-
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,183,"Dixit-Nene, Madhuri",11,,"Schneider, Cristina",96.1%,A,95.8,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,187,"Osteen, Joel",11,,"Schneider, Cristina",96.7%,A,96.4,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,188,"Clifford, Michael",11,,"Schneider, Cristina",97.3%,A,96.7,A
"Scerbo, Nicholas","SS3600/2 - Honors United States History II, MTWR, Per. 1 (FY)",Social Studies,196,"Kroos, Toni",11,,"Schneider, Cristina",90.4%,A-,91.4,A-
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,6,"Musk, Elon",11,,"Howard, Jenna",97.7%,A+,97.6,A+
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,12,"Neymar, Rinaldo",11,,"Howard, Jenna",93.1%,A,93.3,A
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,13,"Spears, Britney",11,,"Petzold, Alexa",92.5%,A,92.8,A
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,40,"Keys, Alicia",11,,"Petzold, Alexa",81.2%,B-,86.1,B
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,41,"O'Brien, Conan",11,,"Petzold, Alexa",80.7%,B-,83.2,B
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,55,"Mathers, Marshall",11,,"Petzold, Alexa",95.3%,A,94,A
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,94,"Black, Jack",11,,"Casamento, Steven P",91%,A-,92,A-
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,122,"Curtis-Smith, Anne",11,,"Casamento, Steven P",90.4%,A-,89.1,B+
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,123,"Viceral, Jose",11,,"Casamento, Steven P",91.2%,A-,90.6,A-
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,127,"Cole, John",11,,"Casamento, Steven P",98.7%,A+,97.9,A+
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,143,"Tisdale, Ashley",11,,"Donnelly, Marin",93.7%,A,94,A
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,158,"Alonso, Xabi",11,,"Donnelly, Marin",83%,B,83.8,B
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,160,"Kaling, Mindy",11,,"Donnelly, Marin",86.9%,B+,87.8,B+
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,161,"Diab, Amr",11,,"Donnelly, Marin",91%,A-,92.9,A
"Scerbo, Nicholas","SS3600/3 - Honors United States History II, MTWF, Per. 2 (FY)",Social Studies,203,"Alves, Daniel",11,,"Schneider, Cristina",84.4%,B,83.7,B
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,2,"Perry, Katy",11,,"Howard, Jenna",88.77%,B+,86.89,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,8,"Kardashian, Kim",11,,"Howard, Jenna",89.12%,B+,88.84,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,25,"Mars, Bruno",11,,"Howard, Jenna",91.86%,A-,90.48,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,42,"Padukone, Deepika",11,,"Petzold, Alexa",92.98%,A,91.59,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,48,"Iniesta, Andrés",11,,"Petzold, Alexa",91.23%,A-,88.81,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,62,"Sharma, Rohit",11,,"Petzold, Alexa",85.61%,B,84.5,B
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,72,"Dicaprio, Leonardo",11,,"Petzold, Alexa",92.28%,A-,92.06,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,79,"Sheeran, Ed",11,,"Petzold, Alexa",92.54%,A,88.92,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,93,"Curry, Stephen",11,,"Casamento, Steven P",92.28%,A-,92.33,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,98,"Dika, Raditya",11,,"Casamento, Steven P",91.58%,A-,91.71,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,109,"Aguero, Sergio",11,,"Casamento, Steven P",86.18%,B,85.17,B
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,111,"Seacrest, Ryan",11,,"Casamento, Steven P",91.23%,A-,88.81,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,153,"Mix, Little",11,,"Donnelly, Marin",91.58%,A-,90.75,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,154,"Beckham, Victoria",11,,"Donnelly, Marin",89.83%,A-,87.83,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,185,"Tinelli, Marcelo",11,,"Schneider, Cristina",89.47%,B+,87.24,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,189,"Ansari, Aziz",11,,"Schneider, Cristina",90.55%,A-,89.83,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,193,"Oppenheimer, Robert",11,,"Schneider, Cristina",91.58%,A-,89.53,A-
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,202,"VanPersie, Robin",11,,"Donnelly, Marin",89.12%,B+,87.34,B+
"Goodman, Douglas","SS3700/1 - AP US History II, MTWF, Per. 6 (FY)",Social Studies,205,"Anthony, Carmelo",11,,"Schneider, Cristina",90.51%,A-,89.54,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,10,"Timberlake, Justin",11,,"Howard, Jenna",94.74%,A,93.69,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,16,"Fallon, Jimmy",11,,"Howard, Jenna",94.04%,A,91.85,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,27,"Horan, Niall",11,,"Howard, Jenna",94.39%,A,91.88,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,30,"Tendulkar, Sachin",11,,"Howard, Jenna",93.68%,A,92.89,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,56,"Carey, Mariah",11,,"Petzold, Alexa",87.72%,B+,87.05,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,58,"Alia, Shaandaar",11,,"Petzold, Alexa",93.33%,A,89.17,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,65,"Guetta, David",11,,"Petzold, Alexa",94.92%,A,91.74,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,69,"Sanz, Alejandro",11,,"Petzold, Alexa",95.44%,A,94.04,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,76,"Carrey, Jim",11,,"Petzold, Alexa",93.56%,A,92.97,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,88,"Hilton, Paris",11,,"Casamento, Steven P",94.74%,A,92.6,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,90,"Hanks, Tom",11,,"Casamento, Steven P",95.93%,A,94.97,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,92,"Weeknd, The",11,,"Casamento, Steven P",90.85%,A-,88.34,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,95,"Fernandez, Jacqueline",11,,"Casamento, Steven P",90.53%,A-,88.59,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,116,"Gervais, Ricky",11,,"Casamento, Steven P",93.56%,A,87.65,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,121,"Chopra, Parineeti",11,,"Casamento, Steven P",92.28%,A-,89.19,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,125,"Sean, Big",11,,"Casamento, Steven P",93.68%,A,90.98,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,128,"Jonas, Nick",11,,"Donnelly, Marin",93.68%,A,89.94,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,135,"Huck, Luciano",11,,"Donnelly, Marin",91.93%,A-,87.79,B+
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,142,"Fry, Stephen",11,,"Donnelly, Marin",91.58%,A-,90.75,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,157,"Noah, Trevor",11,,"Donnelly, Marin",94.74%,A,91.65,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,165,"Bastos, Rafinha",11,,"Schneider, Cristina",95.09%,A,93.6,A
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,200,"Schefter, Adam",11,,"Schneider, Cristina",92.98%,A,90.09,A-
"Goodman, Douglas","SS3700/2 - AP US History II, MTRF, Per. 7 (FY)",Social Studies,204,"Rogen, Seth",11,,"Schneider, Cristina",87.02%,B+,86.16,B
"Goodman, Douglas","SS6405/1 - Sociology, MWRF, Per. 4 (S2)",Social Studies,74,"Ramos, Sergio",11,,"Petzold, Alexa",93.35%,A,93.35,A
"Goodman, Douglas","SS6405/4 - Sociology, MTWR, Per. 5 (S2)",Social Studies,10,"Timberlake, Justin",11,,"Howard, Jenna",98.19%,A+,98.19,A+
"Goodman, Douglas","SS6405/4 - Sociology, MTWR, Per. 5 (S2)",Social Studies,56,"Carey, Mariah",11,,"Petzold, Alexa",92.75%,A,92.75,A
"Goodman, Douglas","SS6405/4 - Sociology, MTWR, Per. 5 (S2)",Social Studies,88,"Hilton, Paris",11,,"Casamento, Steven P",97.89%,A+,97.89,A+
"Goodman, Douglas","SS6405/4 - Sociology, MTWR, Per. 5 (S2)",Social Studies,97,"O'Neill, Shaq",11,,"Casamento, Steven P",93.35%,A,93.35,A
"Goodman, Douglas","SS6405/4 - Sociology, MTWR, Per. 5 (S2)",Social Studies,159,"Lamar, Kendrick",11,,"Donnelly, Marin",94.26%,A,94.26,A
"Haveron, Owen","SS6410/1 - Honors History of Sport in America, MTWR, Per. 5 (S2)",Social Studies,29,"Styles, Harry",11,,"Howard, Jenna",90.17%,A-,90.17,A-
"Haveron, Owen","SS6410/1 - Honors History of Sport in America, MTWR, Per. 5 (S2)",Social Studies,39,"West, Kanye",11,,"Petzold, Alexa",91.55%,A-,91.55,A-
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,9,"Gomez, Selena",11,,"Howard, Jenna",97%,A,97,A
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,76,"Carrey, Jim",11,,"Petzold, Alexa",94.44%,A,94.44,A
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,102,"Kapoor, Shaandaar",11,,"Casamento, Steven P",86.89%,B+,86.89,B+
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,155,"Santana, Luan",11,,"Donnelly, Marin",89.5%,A-,89.5,A-
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,158,"Alonso, Xabi",11,,"Donnelly, Marin",86.52%,B+,86.52,B+
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,185,"Tinelli, Marcelo",11,,"Schneider, Cristina",96.1%,A,96.1,A
"Scerbo, Nicholas","SS6701/1 - AP Economics, MWRF, Per. 4 (S2)",Social Studies,191,"Turing, Alan",11,,"Schneider, Cristina",94.03%,A,94.03,A
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,3,"Fenti, Rihanna",11,,"Howard, Jenna",87.45%,B+,84.68,B
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,20,"Cyrus, Miley",11,,"Howard, Jenna",96.36%,A,95.01,A
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,124,"Kapoor, Shraddha",11,,"Casamento, Steven P",96.27%,A,96.19,A
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,134,"Cena, John",11,,"Donnelly, Marin",93.09%,A,89.88,A-
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,148,"Silverman, Sarah",11,,"Donnelly, Marin",99.27%,A+,98.09,A+
"Lampert, Evan M","SS8311/1 - LLD Themes in US History II, MTRF, Per. 7 (FY)",Special Ed,156,"Hosny, Mustafa",11,,"Donnelly, Marin",90.91%,A-,90.38,A-
"Lampert, Evan M","SS8341/1 - College Prep United States History II, MTRF, Per. 7 (FY)",Social Studies,104,"Coelho, Paulo",11,,"Casamento, Steven P",80.45%,B-,85.27,B
"Manzella, Elizabeth","TE1300/1 - Video Production, MWRF, Per. 4 (FY)",Technology Education,21,"Lopez, Jennifer",11,,"Howard, Jenna",83.38%,B,85.13,B
"Manzella, Elizabeth","TE1302/2 - Advanced Video Production, MWRF, Per. 4 (FY)",Technology Education,130,"DeGea, David",11,,"Donnelly, Marin",86.67%,B+,86.12,B
"Ostrowski, Adam","TE1305/1 - Architecture, MTWF, Per. 6 (FY)",Technology Education,10,"Timberlake, Justin",11,,"Howard, Jenna",95.5%,A,94.42,A
"Ostrowski, Adam","TE1305/1 - Architecture, MTWF, Per. 6 (FY)",Technology Education,73,"Colbert, Stephen",11,,"Petzold, Alexa",96.25%,A,95.2,A
"Ostrowski, Adam","TE1305/1 - Architecture, MTWF, Per. 6 (FY)",Technology Education,75,"Rodríguez, James",11,,"Petzold, Alexa",89.25%,B+,89.96,A-
"Ostrowski, Adam","TE1305/1 - Architecture, MTWF, Per. 6 (FY)",Technology Education,160,"Kaling, Mindy",11,,"Donnelly, Marin",94%,A,92,A-
"Manzella, Elizabeth","TE1601/1 - Honors Research in Innovation & Design, MTWF, Per. 6 (FY)",Technology Education,83,"Rooney, Wayne",11,,"Petzold, Alexa",97%,A,96,A
"Manzella, Elizabeth","TE2411/1 - Graphic Design I, MTWR, Per. 1 (FY)",Technology Education,95,"Fernandez, Jacqueline",11,,"Casamento, Steven P",101.68%,A+,99.28,A+
"Manzella, Elizabeth","TE2411/1 - Graphic Design I, MTWR, Per. 1 (FY)",Technology Education,121,"Chopra, Parineeti",11,,"Casamento, Steven P",97.89%,A+,97.89,A+
"Manzella, Elizabeth","TE2411/1 - Graphic Design I, MTWR, Per. 1 (FY)",Technology Education,179,"Balvin, Jack",11,,"Schneider, Cristina",80.11%,B-,85.5,B
"Manzella, Elizabeth","TE2411/1 - Graphic Design I, MTWR, Per. 1 (FY)",Technology Education,202,"VanPersie, Robin",11,,"Donnelly, Marin",94.53%,A,96.15,A
"Manzella, Elizabeth","TE2411/2 - Graphic Design I, MTWR, Per. 5 (FY)",Technology Education,53,"Sharma, Anushka",11,,"Petzold, Alexa",97.53%,A+,95.97,A
"Manzella, Elizabeth","TE2411/2 - Graphic Design I, MTWR, Per. 5 (FY)",Technology Education,76,"Carrey, Jim",11,,"Petzold, Alexa",96%,A,96.94,A
"Manzella, Elizabeth","TE2411/2 - Graphic Design I, MTWR, Per. 5 (FY)",Technology Education,79,"Sheeran, Ed",11,,"Petzold, Alexa",98.84%,A+,98.75,A+
"Ostrowski, Adam","TE3306/1 - Robotics & Game Design, MWRF, Per. 8 (FY)",Technology Education,101,"Ajram, Nancy",11,,"Casamento, Steven P",96.27%,A,91.89,A-
"Ostrowski, Adam","TE3306/1 - Robotics & Game Design, MWRF, Per. 8 (FY)",Technology Education,127,"Cole, John",11,,"Casamento, Steven P",96.63%,A,92.82,A
"Ostrowski, Adam","TE3306/1 - Robotics & Game Design, MWRF, Per. 8 (FY)",Technology Education,152,"Kimmel, Jimmy",11,,"Donnelly, Marin",93.57%,A,91.79,A-
"Ostrowski, Adam","TE3306/1 - Robotics & Game Design, MWRF, Per. 8 (FY)",Technology Education,174,"Cowell, Simon",11,,"Schneider, Cristina",79.57%,B-,82.29,B-
"Ostrowski, Adam","TE3610/1 - Hon Engineering Dsgn I - Univ of Texas, MTWR, Per. 1 (FY)",Technology Education,88,"Hilton, Paris",11,,"Casamento, Steven P",92%,A-,92.34,A-
"Ostrowski, Adam","TE3610/1 - Hon Engineering Dsgn I - Univ of Texas, MTWR, Per. 1 (FY)",Technology Education,122,"Curtis-Smith, Anne",11,,"Casamento, Steven P",92%,A-,91.75,A-
"Ostrowski, Adam","TE3610/1 - Hon Engineering Dsgn I - Univ of Texas, MTWR, Per. 1 (FY)",Technology Education,123,"Viceral, Jose",11,,"Casamento, Steven P",89.67%,A-,90.25,A-
"Ostrowski, Adam","TE3610/1 - Hon Engineering Dsgn I - Univ of Texas, MTWR, Per. 1 (FY)",Technology Education,127,"Cole, John",11,,"Casamento, Steven P",94%,A,92.75,A
